ProductUID,NomeProduto,Loja,Preco,Moeda,PrecoUnidade,Unidade,IsPromo,ValidadeDe,ValidadeAte,SourceURL,FetchedAt
kefir,Kefir,ALDI,1.09,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
fromage-frais-maigre,Fromage frais maigre,ALDI,3.49,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
kachkeis-nature,Kachkéis nature,ALDI,3.49,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
kachkeis-aux-herbes,Kachkéis aux herbes,ALDI,3.55,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
fromage-frais-a-la-creme,Fromage frais à la crème,ALDI,4.09,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
cottage-cheese,Cottage cheese,ALDI,4.79,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
yaourts-aux-fruits-8-pcs,"Yaourts aux fruits, 8 pcs",ALDI,6.39,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
lait-chocolate,Lait chocolaté,ALDI,1.35,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
lait-demi-ecreme,Lait demi-écrémé,ALDI,1.29,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
lait-entier,Lait entier,ALDI,8.34,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
lait-sans-lactose,Lait sans lactose,ALDI,1.59,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
lait-demi-ecreme-frais,Lait demi-écrémé frais,ALDI,1.65,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
lait-entier-frais,Lait entier frais,ALDI,1.79,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
lait-fermente,Lait fermenté,ALDI,1.79,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
creme-liquide,Crème liquide,ALDI,2.09,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
creme-epaisse,Crème épaisse,ALDI,2.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
baurebrout,Baurebrout,ALDI,2.79,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
pain-bucheron-blanc-bio,Pain bûcheron blanc bio,ALDI,2.69,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
pain-platine,Pain platine,ALDI,2.89,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
pain-kraftkorn,Pain Kraftkorn,ALDI,3.09,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
sechskorn,Sechskorn,ALDI,3.09,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
pain-bio-bucheron-maxi-grains,Pain bio bûcheron maxi grains,ALDI,3.09,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
cramique,Cramique,ALDI,4.59,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
pain-toast,Pain toast,ALDI,4.59,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
steaks-haches-maigres-2-pcs,"Steaks hachés maigres, 2 pcs",ALDI,4.49,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
hamburgers-de-buf-2-pcs,"Hamburgers de bœuf, 2 pcs",ALDI,3.89,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
hache-de-boeuf-prepare,Haché de boeuf préparé,ALDI,5.49,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
americain-nature,Américain nature,ALDI,6.49,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
carbonnade-de-buf,Carbonnade de bœuf,ALDI,6.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
chateaubriand-2-pcs,"Chateaubriand, 2 pcs",ALDI,8.79,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
steaks-a-la-minute-4-pcs,"Steaks à la minute, 4 pcs",ALDI,7.59,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
rumsteak,Rumsteak,ALDI,8.95,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
steaks-peles-4-pcs,"Steaks pelés, 4 pcs",ALDI,9.59,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
faux-filet-de-buf,Faux-filet de bœuf,ALDI,8.69,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
salami-luxembourgeois,Salami luxembourgeois,ALDI,3.79,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
salami-luxembourgeois-au-poivre,Salami luxembourgeois au poivre,ALDI,3.59,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
saucisson-au-jambon,Saucisson au jambon,ALDI,3.79,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
jambon-mosellan-cuit,Jambon mosellan cuit,ALDI,4.49,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
grillwurst-4-pcs,"Grillwurst, 4 pcs",ALDI,5.19,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
saucisses-de-vienne-4-pcs,"Saucisses de Vienne, 4 pcs",ALDI,4.59,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
demi-lyoner,Demi Lyoner,ALDI,4.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
saucisse-luxembourgeoise,Saucisse luxembourgeoise,ALDI,6.45,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
mettwurst-4-pcs,"Mettwurst, 4 pcs",ALDI,7.45,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
stollen-piccolo,Stollen Piccolo,ALDI,4.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
moutarde,Moutarde,ALDI,2.09,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
mayonnaise-au-citron,Mayonnaise au citron,ALDI,3.85,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
chips-au-sel-de-guerande,Chips au sel de Guérande,ALDI,2.75,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
spaghetti-n-5,Spaghetti n° 5,ALDI,6.15,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
penne,Penne,ALDI,2.15,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
spatzle,Spätzle,ALDI,2.39,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/qualite-luxembourgeoise.html,2025-09-13T06:32:32.848092Z
selecao-especial-vinho-regional-lisboa,Seleçao Especial Vinho Regional Lisboa,ALDI,2.39,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
vinho-tinto-doc-douro,Vinho Tinto DOC Douro,ALDI,4.39,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
vinho-tinto-touriga-nacional,Vinho Tinto Touriga Nacional,ALDI,2.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
vinho-regional-alentejano,Vinho regional Alentejano,ALDI,3.79,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
vinho-tinto-douro-reserva,Vinho Tinto Douro Reserva,ALDI,3.39,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
vinho-tinto-doc-dao,Vinho Tinto DOC Dão,ALDI,3.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
vinho-tinto-doc-alentejo,Vinho Tinto DOC Alentejo,ALDI,2.19,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
vinho-do-porto-tawny,Vinho do Porto Tawny,ALDI,4.49,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
douro-doc-graca-28,Douro DOC 'Graça 28',ALDI,5.49,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
vinho-tinto-colheita-selecionada,Vinho Tinto Colheita Selecionada,ALDI,5.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
ruby-porto,Ruby Porto,ALDI,3.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
tawny-porto,Tawny Porto,ALDI,4.45,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
porto-blanc,Porto blanc,ALDI,5.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
vinho-rose,Vinho rosé,ALDI,2.39,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
vinho-verde-doc-rose,Vinho verde DOC Rosé,ALDI,2.69,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
rose,Rosé,ALDI,3.29,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
vinho-branco-doc-alentejo,Vinho Branco DOC Alentejo,ALDI,2.75,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
vinho-verde,Vinho Verde,ALDI,3.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
vinho-verde-moncao-e-melgaco,Vinho Verde Monção e Melgaço,ALDI,4.59,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
vinho-verde-alvarinho,Vinho Verde Alvarinho,ALDI,4.79,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
orange-6-pcs,"Orange, 6 pcs",ALDI,3.55,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
orange,Orange,ALDI,1.35,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
ananas,Ananas,ALDI,1.35,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
jus-d-orange,Jus d'orange,ALDI,1.69,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
jus-de-peche,Jus de pêche,ALDI,1.45,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
jus-de-poire,Jus de poire,ALDI,1.39,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
jus-de-mangue,Jus de mangue,ALDI,1.49,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
jus-tutti-frutti,Jus tutti frutti,ALDI,1.65,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
vital-mangue-et-orange,Vital mangue et orange,ALDI,1.45,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
fruits-rouges,Fruits rouges,ALDI,1.59,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
um-bongo,Um Bongo,ALDI,2.39,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
aqtivus,aQtivus,ALDI,2.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
qharacter,Qharacter,ALDI,2.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
qalidus,Qalidus,ALDI,2.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
epiq,epiQ,ALDI,2.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
expresso-bar,Expresso Bar,ALDI,9.45,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
petit-pain-au-seigle,Petit pain au seigle,ALDI,0.39,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
petit-pain-muesli,Petit pain muesli,ALDI,0.39,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
pain-a-la-viande-de-porc,Pain à la viande de porc,ALDI,1.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
pain-mais,Pain maïs,ALDI,1.19,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
croissant-complet,Croissant complet,ALDI,0.85,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
croissant-brioche,Croissant brioché,ALDI,0.79,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
croissant-brioche-chocolat,Croissant brioché chocolat,ALDI,0.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
pastel-de-nata,Pastel de nata,ALDI,2.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
pao-de-deus,Pão de Deus,ALDI,0.89,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
bolo-de-arroz,Bolo de arroz,ALDI,0.89,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
feuillete-jambon-fromage,Feuilleté jambon fromage,ALDI,0.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
tartelette-aux-amandes,Tartelette aux amandes,ALDI,1.09,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
biscuits-linguas-de-veado,"Biscuits ""Línguas de Veado""",ALDI,1.49,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
yaourt-liquide,Yaourt liquide,ALDI,1.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
lait-chocolate-4-pcs,"Lait chocolaté, 4 pcs",ALDI,2.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
fromage-en-tranches,Fromage en tranches,ALDI,3.19,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
fromage-a-pate-dure,Fromage à pâte dure,ALDI,5.29,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
fromage-a-pate-mi-molle,Fromage à pâte mi-molle,ALDI,6.69,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
milhafre-queijo-acoriano-fatias,Milhafre Queijo Acoriano fatias,ALDI,3.19,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
queijo-de-pastagem,Queijo de pastagem,ALDI,3.49,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
queijo-prato-amanteigado,Queijo Prato Amanteigado,ALDI,5.49,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
thon-a-l-huile-vegetale,Thon à l'huile végétale,ALDI,1.55,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
thon-a-huile-d-olive,Thon à huile d'olive,ALDI,1.69,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
thon-nature,Thon nature,ALDI,1.89,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
morue-a-l-huile-d-olive,Morue à l'huile d'olive,ALDI,3.29,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
miettes-de-morue,Miettes de morue,ALDI,5.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
posta-de-pescada,Posta de pescada,ALDI,4.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
morue-emiettee,Morue émiettée,ALDI,6.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
lombos-de-bacalhau,Lombos de Bacalhau,ALDI,7.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
filet-de-morue,Filet de morue,ALDI,8.49,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
darne-de-perche-du-nil,Darne de perche du Nil,ALDI,7.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
morceaux-de-morue-salee-sechee,Morceaux de morue salée séchée,ALDI,14.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
poulpe,Poulpe,ALDI,21.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
seiches,Seiches,ALDI,9.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
calamars,Calamars,ALDI,7.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
rissois-de-camarao,Rissóis de Camarão,ALDI,2.29,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
pasteis-de-bacalhau,Pastéis de bacalhau,ALDI,2.85,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
muslitos-do-mar,Muslitos do mar,ALDI,2.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
paloco-desfiado,Paloco desfiado,ALDI,4.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
posta-de-maruca,Posta de Maruca,ALDI,13.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
postas-de-bacalhau-tradicional,Postas de bacalhau tradicional,ALDI,9.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
tentaculos-de-pota,Tentaculos de Pota,ALDI,5.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
linguica-picante,Linguiça picante,ALDI,0.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
morcela-ou-farinheira,Morcela ou Farinheira,ALDI,1.35,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
chourica-de-lamego,Chouriça de Lamego,ALDI,1.69,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
chourico-extra-ou-extra-picante,Chouriço extra ou extra picante,ALDI,1.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
rissois-de-carne,Rissóis de carne,ALDI,2.49,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
jambon-cru,Jambon cru,ALDI,6.29,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
presunto-fatias-finissimas,Presunto fatias finíssimas,ALDI,2.49,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
riz-long-grain-agulha,Riz long grain Agulha,ALDI,1.69,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
haricots-blancs,Haricots blancs,ALDI,0.99,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
pois-chiches,Pois chiches,ALDI,0.85,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
haricots-catarino,Haricots catarino,ALDI,2.49,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
haricots-rouges,Haricots rouges,ALDI,2.49,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
arroz-extra-carolino,Arroz extra Carolino,ALDI,1.69,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
gelee-de-coing,Gelée de coing,ALDI,1.49,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
pates-d-assaisonnement,Pâtes d'assaisonnement,ALDI,0.95,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
pommes-de-terre-frites-palha,Pommes de terre frites Palha,ALDI,1.55,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
huile-vegetale,Huile Végétale,ALDI,2.45,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
huile-d-olive,Huile d'olive,ALDI,7.89,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
farine-pour-gateaux,Farine pour gâteaux,ALDI,1.45,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
gelatine-aux-fraises,Gélatine aux fraises,ALDI,1.15,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
haricots-noirs,Haricots noirs,ALDI,1.29,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
haricots-bruns,Haricots bruns,ALDI,1.09,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
haricots-oeil-noir,Haricots oeil noir,ALDI,1.19,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
pickles,Pickles,ALDI,1.49,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
pate-de-thon-ou-sardine,Pâté de thon ou sardine,ALDI,1.49,EUR,,,FALSE,,,https://www.aldi.lu/fr/produits/produits-portugais.html,2025-09-13T06:32:06.996065Z
