UID,EAN,Nome,Marca,Rayon,SousRayon,Tamanho,Imagem,Fonte,ScoreInicial
3270190127765,3270190127765,Chocolate negro,Carrefour BIO,Épicerie sucrée,Gama,100 g,https://images.openfoodfacts.org/images/products/327/019/012/7765/front_en.168.400.jpg,OFF,10.136
50112784,50112784,Lemon,Aquarius,Épicerie salée,Gama,500 ml,https://images.openfoodfacts.org/images/products/000/005/011/2784/front_en.136.400.jpg,OFF,10.176
3502110009357,3502110009357,Pepsi Max,Pepsi zero,Épicerie salée,Gama,"1,5 L",https://images.openfoodfacts.org/images/products/350/211/000/9357/front_en.101.400.jpg,OFF,10.147
3560070910366,3560070910366,Huile d'olive vierge extra,Carrefour BIO,Épicerie salée,Gama,1 l,https://images.openfoodfacts.org/images/products/356/007/091/0366/front_fr.104.400.jpg,OFF,10.159
3229820798110,3229820798110,Granola Chocolat,Bjorg,Boissons,Gama,350 g,https://images.openfoodfacts.org/images/products/322/982/079/8110/front_fr.124.400.jpg,OFF,10.1
50184453,50184453,Marmite Yeast Extract,Marmite,Épicerie salée,Gama,250 g,https://images.openfoodfacts.org/images/products/000/005/018/4453/front_en.78.400.jpg,OFF,12.143
7622210578464,7622210578464,Organic 70% Dark Chocolate Bar,Green & Black's,Épicerie sucrée,Gama,90g,https://images.openfoodfacts.org/images/products/762/221/057/8464/front_en.29.400.jpg,OFF,11.46
6111018903161,6111018903161,Nescafé Classic,Nestlé,Épicerie salée,Gama,45 g,https://images.openfoodfacts.org/images/products/611/101/890/3161/front_fr.41.400.jpg,OFF,11.562
7394376616228,7394376616228,Oat Drink Barista Edition,Oatly,Épicerie salée,Gama,1l,https://images.openfoodfacts.org/images/products/739/437/661/6228/front_en.174.400.jpg,OFF,11.431
6111203001467,6111203001467,margarine la prairie 225g,la Prairie,Épicerie salée,Gama,250g,https://images.openfoodfacts.org/images/products/611/120/300/1467/front_fr.24.400.jpg,OFF,11.465
8000500310427,8000500310427,Biscuits croquants au coeur onctueux de Nutella®,Nutella,Épicerie sucrée,Gama,304 g,https://images.openfoodfacts.org/images/products/800/050/031/0427/front_fr.356.400.jpg,OFF,11.409
7300400481595,7300400481595,Tartine croustillante Authentique,wasa,Épicerie salée,Gama,275 g,https://images.openfoodfacts.org/images/products/730/040/048/1595/front_fr.219.400.jpg,OFF,11.358
8052575090230,8052575090230,Nocciolata,Rigoni Di Asiago,Épicerie salée,Gama,250 g,https://images.openfoodfacts.org/images/products/805/257/509/0230/front_en.58.400.jpg,OFF,11.33
3608580065340,3608580065340,Pâte à tartiner noisettes et cacao,Bonne Maman,Épicerie salée,Gama,360 g,https://images.openfoodfacts.org/images/products/360/858/006/5340/front_en.50.400.jpg,OFF,11.332
5010029000016,5010029000016,Weetabix,Weetabix,Épicerie salée,Gama,430 g,https://images.openfoodfacts.org/images/products/501/002/900/0016/front_en.34.400.jpg,OFF,11.344
5060042641000,5060042641000,Lightly sea salted crisps,Tyrrell's,Épicerie salée,Gama,150 g,https://images.openfoodfacts.org/images/products/506/004/264/1000/front_en.179.400.jpg,OFF,11.354
6111242100220,6111242100220,Lait Entier UHT,Jaouda,Crèmerie / Laticínios,Gama,500 ml,https://images.openfoodfacts.org/images/products/611/124/210/0220/front_fr.4.400.jpg,OFF,11.332
5013665100065,5013665100065,Organic - Lightly Salted - Wholegrain Low Fat - Rice Cakes imp,Kallø,Épicerie salée,Gama,130 g,https://images.openfoodfacts.org/images/products/501/366/510/0065/front_en.52.400.jpg,OFF,11.221
3329770077003,3329770077003,Skyr nature 0%,Yoplait,Crèmerie / Laticínios,Gama,850 g,https://images.openfoodfacts.org/images/products/332/977/007/7003/front_en.164.400.jpg,OFF,11.227
3760049798609,3760049798609,Pain de mie grandes tranches Seigle & Graines 500g,La Boulangère,Épicerie salée,Gama,500 g,https://images.openfoodfacts.org/images/products/376/004/979/8609/front_en.140.400.jpg,OFF,11.205
8052575090254,8052575090254,Nocciolata bio,Rigoni di Asiago,Bio,Gama,650 g,https://images.openfoodfacts.org/images/products/805/257/509/0254/front_en.43.400.jpg,OFF,11.227
7311070032611,7311070032611,Krisprolls complets sans sucres ajoutés,Krisprolls,Épicerie sucrée,Gama,425 g,https://images.openfoodfacts.org/images/products/731/107/003/2611/front_en.91.400.jpg,OFF,11.209
3029330022428,3029330022428,14 Maxi Tranches complet sans sucres ajoutés,Jacquet,Épicerie sucrée,Gama,550 g,https://images.openfoodfacts.org/images/products/302/933/002/2428/front_fr.180.400.jpg,OFF,11.176
16256163,16256163,poulain,Poulain,Épicerie salée,Gama,400g,https://images.openfoodfacts.org/images/products/000/001/625/6163/front_fr.85.400.jpg,OFF,11.165
16256866,16256866,1848 Chocolat en poudre,Poulain,Boissons,Gama,450 g,https://images.openfoodfacts.org/images/products/000/001/625/6866/front_fr.105.400.jpg,OFF,11.105
6111184000213,6111184000213,El Baraka Confiture D'abricots 430 G,el baraka,Épicerie salée,Gama,430 g,https://images.openfoodfacts.org/images/products/611/118/400/0213/front_fr.20.400.jpg,OFF,11.196
6111206000733,6111206000733,Jebli,Centrale,Épicerie salée,Gama,,https://images.openfoodfacts.org/images/products/611/120/600/0733/front_ar.80.400.jpg,OFF,11.148
6111018501480,6111018501480,Nescafé,Nescafe,Épicerie salée,Gama,95 g,https://images.openfoodfacts.org/images/products/611/101/850/1480/front_fr.25.400.jpg,OFF,11.26
3155250358788,3155250358788,Primevère bio doux tartine & cuisson,Primevère,Bio,Gama,250 g,https://images.openfoodfacts.org/images/products/315/525/035/8788/front_en.166.400.jpg,OFF,11.129
50160884,50160884,Vegan Bouillon powder reduced salt,Marigold,Épicerie salée,Gama,150g,https://images.openfoodfacts.org/images/products/000/005/016/0884/front_en.80.400.jpg,OFF,11.114
6111242100930,6111242100930,raibi jaoda,Jaouda,Épicerie salée,Gama,165g,https://images.openfoodfacts.org/images/products/611/124/210/0930/front_fr.42.400.jpg,OFF,11.161
3068320123264,3068320123264,La salvetat,Danone,Épicerie salée,Gama,"1,15 L",https://images.openfoodfacts.org/images/products/306/832/012/3264/front_fr.100.400.jpg,OFF,11.136
6111032008453,6111032008453,Danino,Danone,Épicerie salée,Gama,80,https://images.openfoodfacts.org/images/products/611/103/200/8453/front_fr.4.400.jpg,OFF,11.256
3608580124047,3608580124047,Be Nuts ! - Pâte à tartiner Cacahuète,Andros,Épicerie salée,Gama,325 g,https://images.openfoodfacts.org/images/products/360/858/012/4047/front_en.30.400.jpg,OFF,11.071
3451790988677,3451790988677,Le Beurre Tendre Doux,Elle & Vire,Épicerie salée,Gama,250 g,https://images.openfoodfacts.org/images/products/345/179/098/8677/front_en.186.400.jpg,OFF,11.054
5010029000801,5010029000801,Family Pack,Weetabix,Épicerie salée,Gama,860 g,https://images.openfoodfacts.org/images/products/501/002/900/0801/front_en.60.400.jpg,OFF,11.061
5013665112273,5013665112273,Organic Vegetable Stock Cubes,Kallø,Bio,Gama,88g,https://images.openfoodfacts.org/images/products/501/366/511/2273/front_en.62.400.jpg,OFF,11.064
3480341000674,3480341000674,Carré Frais,Elle & Vire,Épicerie salée,Gama,200 g,https://images.openfoodfacts.org/images/products/348/034/100/0674/front_en.123.400.jpg,OFF,11.006
6111203001474,6111203001474,La prairie classique,margafrique,Épicerie salée,Gama,250,https://images.openfoodfacts.org/images/products/611/120/300/1474/front_fr.15.400.jpg,OFF,11.035
4008400401621,4008400401621,Nutella,Ferrero,Épicerie salée,Gama,450 g,https://images.openfoodfacts.org/images/products/400/840/040/1621/front_en.254.400.jpg,OFF,11.071
3175680015228,3175680015228,Levure de bière,Gerblé,Boissons,Gama,150 g,https://images.openfoodfacts.org/images/products/317/568/001/5228/front_fr.294.400.jpg,OFF,10.996
3229820160672,3229820160672,Croustillant Chocolat,Bjorg,Boissons,Gama,500 g,https://images.openfoodfacts.org/images/products/322/982/016/0672/front_fr.312.400.jpg,OFF,10.979
3760049790214,3760049790214,Pain De Mie Bio,La Boulangère,Bio,Gama,500 g,https://images.openfoodfacts.org/images/products/376/004/979/0214/front_en.249.400.jpg,OFF,10.996
5010003064744,5010003064744,Seed Sensations,Hovis,Épicerie salée,Gama,800g,https://images.openfoodfacts.org/images/products/501/000/306/4744/front_en.76.400.jpg,OFF,10.945
3019081238643,3019081238643,Sardines Huile d'Olive Vierge Extra,Parmentier,Épicerie salée,Gama,135 g (95 g égoutté),https://images.openfoodfacts.org/images/products/301/908/123/8643/front_fr.115.400.jpg,OFF,10.943
6111024001516,6111024001516,"Huile de table équilibrée riche en vitamines A,E,D3",Lesieur,Épicerie salée,Gama,1l,https://images.openfoodfacts.org/images/products/611/102/400/1516/front_fr.25.400.jpg,OFF,10.994
3257971309114,3257971309114,Eau minérale naturelle,Mont Roucous,Boissons,Gama,1 L,https://images.openfoodfacts.org/images/products/325/797/130/9114/front_fr.68.400.jpg,OFF,10.951
3045140105502,3045140105502,Chocolat au lait,Milka,Crèmerie / Laticínios,Gama,100 g,https://images.openfoodfacts.org/images/products/304/514/010/5502/front_fr.583.400.jpg,OFF,10.951
5020364010113,5020364010113,Bakery Co. 5 The Original Bagels,New York Bakery Co,Épicerie salée,Gama,5,https://images.openfoodfacts.org/images/products/502/036/401/0113/front_en.66.400.jpg,OFF,10.943
42105220,42105220,Coca Cola,Coca-Cola,Boissons,Gama,450 ml,https://images.openfoodfacts.org/images/products/000/004/210/5220/front_en.54.400.jpg,OFF,11.026
5036589252450,5036589252450,Yeo Valley Organic kefir natural fermented yogurt,Yeo Valley Organic,Bio,Gama,350g,https://images.openfoodfacts.org/images/products/503/658/925/2450/front_en.50.400.jpg,OFF,10.964
3284230006408,3284230006408,Brioche Tranchée Bio 400g,La Boulangère,Bio,Gama,400 g,https://images.openfoodfacts.org/images/products/328/423/000/6408/front_en.160.400.jpg,OFF,10.932
8722700479475,8722700479475,Real Mayonnaise,Hellmann's,Épicerie salée,Gama,"404 g (430 ml), approx. 28 portions",https://images.openfoodfacts.org/images/products/872/270/047/9475/front_en.52.400.jpg,OFF,10.927
10614594,10614594,Granatapfel Sauerkirsche Fruchtgummi,Sweet-Land,Épicerie salée,Gama,,https://images.openfoodfacts.org/images/products/000/001/061/4594/front_de.39.400.jpg,OFF,10.908
3088543506255,3088543506255,Sirop d'Agave,Sunny Via,Épicerie salée,Gama,350 g,https://images.openfoodfacts.org/images/products/308/854/350/6255/front_en.265.400.jpg,OFF,10.875
20815394,20815394,Fruit & Nut Mix,Alesto,Épicerie salée,Gama,200 g,https://images.openfoodfacts.org/images/products/000/002/081/5394/front_en.134.400.jpg,OFF,10.945
3480341000636,3480341000636,Carré Frais - Nature,Elle&Vire,Épicerie salée,Gama,200g 8x25g,https://images.openfoodfacts.org/images/products/348/034/100/0636/front_en.150.400.jpg,OFF,10.875
8718114724485,8718114724485,Mayonnaise,Hellmann's,Épicerie salée,Gama,"750 ml / 705 g, approx. 50 portions",https://images.openfoodfacts.org/images/products/871/811/472/4485/front_en.46.400.jpg,OFF,10.881
3760091727732,3760091727732,Beurre bio cacahuète,Ethiquable,Bio,Gama,350 g,https://images.openfoodfacts.org/images/products/376/009/172/7732/front_en.93.400.jpg,OFF,10.883
4056489346357,4056489346357,Bio-Almond-Mandelmilch,Vemondo Lidl,Bio,Gama,1000ml,https://images.openfoodfacts.org/images/products/405/648/934/6357/front_en.327.400.jpg,OFF,10.852
3046920029780,3046920029780,Excellence Noir Subtil Doux 70% Cacao,Lindt,Épicerie salée,Gama,100 g,https://images.openfoodfacts.org/images/products/304/692/002/9780/front_en.260.400.jpg,OFF,10.881
3587220002252,3587220002252,La gâche tranchée,La Fournée Dorée,Épicerie salée,Gama,500 g,https://images.openfoodfacts.org/images/products/358/722/000/2252/front_fr.236.400.jpg,OFF,10.872
3366321052386,3366321052386,st hubert bio & végétal,st hubert,Bio,Gama,230 g,https://images.openfoodfacts.org/images/products/336/632/105/2386/front_fr.2342.400.jpg,OFF,10.858
7613039490266,7613039490266,Nesquik,Nestlé,Épicerie salée,Gama,390 g,https://images.openfoodfacts.org/images/products/761/303/949/0266/front_en.146.400.jpg,OFF,10.878
3327272107969,3327272107969,Menguy's Peanut 100%,Menguy's,Épicerie salée,Gama,454 g,https://images.openfoodfacts.org/images/products/332/727/210/7969/front_en.59.400.jpg,OFF,10.881
3760049791006,3760049791006,Tartines campagne 450g,La boulangere,Épicerie salée,Gama,450 g,https://images.openfoodfacts.org/images/products/376/004/979/1006/front_fr.144.400.jpg,OFF,10.832
4008400404127,4008400404127,Nutella,Ferrero,Épicerie salée,Gama,750 g,https://images.openfoodfacts.org/images/products/400/840/040/4127/front_en.251.400.jpg,OFF,10.858
4056489007180,4056489007180,pain de mie grandes tranches spécial sandwich complet,Maître Jean Pierre,Épicerie salée,Gama,750 g,https://images.openfoodfacts.org/images/products/405/648/900/7180/front_en.115.400.jpg,OFF,10.823
5011273040698,5011273040698,Runny Honey imp,Rowse,Épicerie salée,Gama,340 g,https://images.openfoodfacts.org/images/products/501/127/304/0698/front_en.43.400.jpg,OFF,10.796
4016241030573,4016241030573,Skyr | Natural Fat Free | 0% Fat,Arla,Épicerie salée,Gama,450 g,https://images.openfoodfacts.org/images/products/401/624/103/0573/front_en.3.400.jpg,OFF,10.799
7300400481571,7300400481571,wasa,Barilla,Épicerie salée,Gama,270 g,https://images.openfoodfacts.org/images/products/730/040/048/1571/front_fr.1725.400.jpg,OFF,10.778
7613035676497,7613035676497,Ricoré original,Nestlé,Épicerie salée,Gama,260 g,https://images.openfoodfacts.org/images/products/761/303/567/6497/front_en.258.400.jpg,OFF,10.793
3175681851856,3175681851856,Biscuit raisins,Gerblé,Épicerie sucrée,Gama,270 g,https://images.openfoodfacts.org/images/products/317/568/185/1856/front_en.161.400.jpg,OFF,10.759
3229820794525,3229820794525,Nutri+ avoine chocolat,Bjorg,Boissons,Gama,130 g,https://images.openfoodfacts.org/images/products/322/982/079/4525/front_fr.118.400.jpg,OFF,10.765
5013665112235,5013665112235,Organic Chicken Stock Cubes 8 Pack,Kallø,Bio,Gama,88 g,https://images.openfoodfacts.org/images/products/501/366/511/2235/front_en.38.400.jpg,OFF,10.759
3045320094008,3045320094008,Strawberry Jam,Bonne Maman,Épicerie salée,Gama,370 g,https://images.openfoodfacts.org/images/products/304/532/009/4008/front_en.14.400.jpg,OFF,10.781
5000168036755,5000168036755,digestives,McVitie's,Épicerie salée,Gama,360g,https://images.openfoodfacts.org/images/products/500/016/803/6755/front_en.38.400.jpg,OFF,10.781
3228857001231,3228857001231,Harrys brioche tressee nature au sucre perle sans additifs 500g,Harrys,Épicerie sucrée,Gama,500 g,https://images.openfoodfacts.org/images/products/322/885/700/1231/front_fr.101.400.jpg,OFF,10.793
5013665108801,5013665108801,Crunchy Peanut Butter,Whole earth,Crèmerie / Laticínios,Gama,454g,https://images.openfoodfacts.org/images/products/501/366/510/8801/front_en.44.400.jpg,OFF,10.787
06153153,06153153,Tartines craquantes quinoa - pois chiche,Jardin Bio,Bio,Gama,,https://images.openfoodfacts.org/images/products/000/000/615/3153/front_fr.76.400.jpg,OFF,10.765
20202392,20202392,Brazil Nuts,Alesto,Épicerie salée,Gama,200g,https://images.openfoodfacts.org/images/products/000/002/020/2392/front_en.284.400.jpg,OFF,10.771
3412290070101,3412290070101,Paysan Breton - Le Fromage Fouetté Madame Loïk - Nature au Sel de Guérande,Le Fromage Fouetté Madame Loïk,Crèmerie / Laticínios,Gama,180 g,https://images.openfoodfacts.org/images/products/341/229/007/0101/front_fr.104.400.jpg,OFF,10.756
5013665111610,5013665111610,Lightly Salted Low Fat Corn Cakes,Kallø,Épicerie salée,Gama,,https://images.openfoodfacts.org/images/products/501/366/511/1610/front_en.39.400.jpg,OFF,10.756
6111251420272,6111251420272,Aïn Ifran Eau minérale naturelle,Ain ifrane,Boissons,Gama,5 l,https://images.openfoodfacts.org/images/products/611/125/142/0272/front_en.23.400.jpg,OFF,10.835
5010044000701,5010044000701,Crumpets,Warburtons,Épicerie salée,Gama,6,https://images.openfoodfacts.org/images/products/501/004/400/0701/front_en.30.400.jpg,OFF,10.733
7622201133337,7622201133337,Figolu,LUMondelez,Épicerie salée,Gama,192 g (12 x 16 g),https://images.openfoodfacts.org/images/products/762/220/113/3337/front_en.122.400.jpg,OFF,10.724
8715035110106,8715035110106,Sojasauce,Kikkoman,Épicerie salée,Gama,150ml,https://images.openfoodfacts.org/images/products/871/503/511/0106/front_en.247.400.jpg,OFF,10.814
5053990155354,5053990155354,Sour Cream & Onion,Pringles,Épicerie salée,Gama,175 g,https://images.openfoodfacts.org/images/products/505/399/015/5354/front_en.42.400.jpg,OFF,10.759
3155251205302,3155251205302,Tartine doux,Primevère,Épicerie salée,Gama,500 g,https://images.openfoodfacts.org/images/products/315/525/120/5302/front_en.88.400.jpg,OFF,10.73
8719200012608,8719200012608,ProActiv Margarine Tartine,ProActiv,Épicerie salée,Gama,225 g,https://images.openfoodfacts.org/images/products/871/920/001/2608/front_fr.78.400.jpg,OFF,10.714
6111242102019,6111242102019,flan caram jao dan,Jaouda,Épicerie salée,Gama,85g,https://images.openfoodfacts.org/images/products/611/124/210/2019/front_fr.39.400.jpg,OFF,10.796
3366321051983,3366321051983,Oméga 3® Doux,St Hubert,Épicerie salée,Gama,250 g,https://images.openfoodfacts.org/images/products/336/632/105/1983/front_fr.132.400.jpg,OFF,10.717
6111032002925,6111032002925,Yaourt Nature,Danone,Crèmerie / Laticínios,Gama,110g,https://images.openfoodfacts.org/images/products/611/103/200/2925/front_fr.44.400.jpg,OFF,10.746
8410076601131,8410076601131,Crunchy avoine et miel,Nature ValleyGeneral Mills,Épicerie salée,Gama,"210 g, 5 barres doubles de 42 g",https://images.openfoodfacts.org/images/products/841/007/660/1131/front_fr.133.400.jpg,OFF,10.7
5060337220415,5060337220415,Kefir Drink Original,Biotiful,Bio,Gama,500 ml,https://images.openfoodfacts.org/images/products/506/033/722/0415/front_en.20.400.jpg,OFF,10.694
0680569854124,0680569854124,Fermented Coconut Yoghurt Alternative,The Coconut Collab,Épicerie salée,Gama,350 g,https://images.openfoodfacts.org/images/products/068/056/985/4124/front_en.94.400.jpg,OFF,10.707
4014400400007,4014400400007,toffifee,Storck,Épicerie salée,Gama,125g,https://images.openfoodfacts.org/images/products/401/440/040/0007/front_en.426.400.jpg,OFF,10.724
8410076601148,8410076601148,Crunchy Avoine & Chocolat Noir x 5 x 2 barres de 21 g,General Mills,Boissons,Gama,210 g,https://images.openfoodfacts.org/images/products/841/007/660/1148/front_fr.74.400.jpg,OFF,10.697
3504182960123,3504182960123,Tomates cerises allongées,Azura,Fruits & Légumes,Gama,250 g,https://images.openfoodfacts.org/images/products/350/418/296/0123/front_fr.23.400.jpg,OFF,10.69
5201054017418,5201054017418,Fage Total 0% Yogurt,Fage,Épicerie salée,Gama,450 g,https://images.openfoodfacts.org/images/products/520/105/401/7418/front_en.40.400.jpg,OFF,10.737
8720182460721,8720182460721,Amora Moutarde Forte Bocal 430g,Amora,Épicerie salée,Gama,430 g,https://images.openfoodfacts.org/images/products/872/018/246/0721/front_fr.67.400.jpg,OFF,10.733
01318180,01318180,Multiseed Wholemeal Farmhouse Loaf,Sainsbury's,Épicerie salée,Gama,800g,https://images.openfoodfacts.org/images/products/000/000/131/8180/front_en.43.400.jpg,OFF,10.717
3175680011442,3175680011442,Biscuit soja orange,Gerblé,Épicerie sucrée,Gama,280 g,https://images.openfoodfacts.org/images/products/317/568/001/1442/front_en.142.400.jpg,OFF,10.7
5000168198491,5000168198491,Sablés Anglais L'Original,McVitie's,Épicerie salée,Gama,400 g,https://images.openfoodfacts.org/images/products/500/016/819/8491/front_en.193.400.jpg,OFF,10.68
3046920010047,3046920010047,Excellence Noir Corsé 78% Cacao,Lindt,Épicerie salée,Gama,100 gram,https://images.openfoodfacts.org/images/products/304/692/001/0047/front_en.241.400.jpg,OFF,10.673
4006985906203,4006985906203,Cacao en Poudre Non Sucré,Van Houten,Épicerie salée,Gama,255 g,https://images.openfoodfacts.org/images/products/400/698/590/6203/front_fr.88.400.jpg,OFF,10.652
3124480191182,3124480191182,PET 2L OASIS TROPICAL,Oasis,Épicerie salée,Gama,2 L,https://images.openfoodfacts.org/images/products/312/448/019/1182/front_en.145.400.jpg,OFF,10.673
5053990161669,5053990161669,Картофельные чипсы со вкусом парики,pringles,Épicerie salée,Gama,165g,https://images.openfoodfacts.org/images/products/505/399/016/1669/front_en.141.400.jpg,OFF,10.727
6111032006749,6111032006749,Danette chklat,Danette,Épicerie salée,Gama,,https://images.openfoodfacts.org/images/products/611/103/200/6749/front_ar.20.400.jpg,OFF,10.684
3228857001378,3228857001378,Brioche moins de sucre,Harrys,Épicerie sucrée,Gama,485 g,https://images.openfoodfacts.org/images/products/322/885/700/1378/front_fr.130.400.jpg,OFF,10.663
3664346312936,3664346312936,Pâte à tartiner,Poulain,Épicerie salée,Gama,400 g,https://images.openfoodfacts.org/images/products/366/434/631/2936/front_fr.121.400.jpg,OFF,10.649
5449000015105,5449000015105,Sprite,Sprite,Épicerie salée,Gama,1L,https://images.openfoodfacts.org/images/products/544/900/001/5105/front_fr.4.400.jpg,OFF,10.7
3302740087059,3302740087059,Les tranches Végé - lentilles corail,Fleury Michon,Épicerie salée,Gama,120,https://images.openfoodfacts.org/images/products/330/274/008/7059/front_fr.23.400.jpg,OFF,10.684
3760049794298,3760049794298,Pain de mie Bio grandes tranches céréales & graines 500g,La Boulangère,Bio,Gama,500 g,https://images.openfoodfacts.org/images/products/376/004/979/4298/front_fr.178.400.jpg,OFF,10.635
5411188124689,5411188124689,Hafer Milch,ALPRO,Épicerie salée,Gama,1 l,https://images.openfoodfacts.org/images/products/541/118/812/4689/front_en.411.400.jpg,OFF,11.265
20006105,20006105,Wholegrain Rye Bread,Lidl,Épicerie salée,Gama,500 g,https://images.openfoodfacts.org/images/products/000/002/000/6105/front_en.212.400.jpg,OFF,10.994
4056489216162,4056489216162,High Protein Chocolate Flavour Pudding,Milbona,Épicerie sucrée,Gama,200g,https://images.openfoodfacts.org/images/products/405/648/921/6162/front_en.269.400.jpg,OFF,10.919
5411188110835,5411188110835,Mandelmilch mit Zucker,alpro,Épicerie salée,Gama,1 l,https://images.openfoodfacts.org/images/products/541/118/811/0835/front_en.571.400.jpg,OFF,10.846
6111175000741,6111175000741,41022,,Épicerie salée,Gama,,https://images.openfoodfacts.org/images/products/611/117/500/0741/front_ar.6.400.jpg,OFF,10.844
3083681095296,3083681095296,Ratatouille Cuisinée à la Provençale Cassegrain 380g,Cassegrain,Épicerie salée,Gama,380 g,https://images.openfoodfacts.org/images/products/308/368/109/5296/front_fr.100.400.jpg,OFF,10.609
5000157062673,5000157062673,Cream of tomato soup imp,Heinz,Épicerie salée,Gama,400g,https://images.openfoodfacts.org/images/products/500/015/706/2673/front_en.70.400.jpg,OFF,10.549
5060042641406,5060042641406,Sea salt & cider vinegar chips,Tyrrell’s,Boissons,Gama,150 g,https://images.openfoodfacts.org/images/products/506/004/264/1406/front_en.254.400.jpg,OFF,10.549
5000157143037,5000157143037,Heinz [Seriously] Good Mayonnaise,Heinz,Épicerie salée,Gama,540g,https://images.openfoodfacts.org/images/products/500/015/714/3037/front_en.41.400.jpg,OFF,10.568
5060088706534,5060088706534,Blueberry Muffin Myrtilles,Nakd,Épicerie salée,Gama,4 x 35g,https://images.openfoodfacts.org/images/products/506/008/870/6534/front_en.49.400.jpg,OFF,10.549
8076809513746,8076809513746,Pesto alla Genovese,Barilla,Épicerie salée,Gama,190 g,https://images.openfoodfacts.org/images/products/807/680/951/3746/front_en.170.400.jpg,OFF,10.468
4056489216155,4056489216155,High Protein Pudding Vanilla,Milbona,Épicerie salée,Gama,200 g,https://images.openfoodfacts.org/images/products/405/648/921/6155/front_en.247.400.jpg,OFF,10.46
20004132,20004132,Chopped tomatoes in tomato juice,Baresa,Boissons,Gama,400g,https://images.openfoodfacts.org/images/products/000/002/000/4132/front_en.397.400.jpg,OFF,10.468
5411188124702,5411188124702,"Alpro Haferdrink, Ungesüßt 1 L, FRESH",Alpro,Épicerie salée,Gama,1 l,https://images.openfoodfacts.org/images/products/541/118/812/4702/front_en.39.400.jpg,OFF,10.464
8076809545396,8076809545396,Pesto con Rucola,Barilla,Boissons,Gama,190 g,https://images.openfoodfacts.org/images/products/807/680/954/5396/front_de.265.400.jpg,OFF,10.407
5411188127697,5411188127697,BARISTA HAFER,Alpro,Épicerie salée,Gama,1 l,https://images.openfoodfacts.org/images/products/541/118/812/7697/front_de.170.400.jpg,OFF,10.468
8715700017006,8715700017006,Tomato Ketchup,Heinz,Épicerie salée,Gama,500ml,https://images.openfoodfacts.org/images/products/871/570/001/7006/front_fr.214.400.jpg,OFF,10.447
4033634061020,4033634061020,Organic Crisp Bread,DR KARG'S,Bio,Gama,200 g,https://images.openfoodfacts.org/images/products/403/363/406/1020/front_en.84.400.jpg,OFF,10.421
0037600106009,0037600106009,Peanut butter Creamy,Skippy,Crèmerie / Laticínios,Gama,340 g,https://images.openfoodfacts.org/images/products/003/760/010/6009/front_en.16.400.jpg,OFF,10.412
20005832,20005832,Dark Chocolate,Fin Carré,Épicerie sucrée,Gama,100 g,https://images.openfoodfacts.org/images/products/000/002/000/5832/front_en.253.400.jpg,OFF,10.416
5053990167845,5053990167845,Sour Cream & Onion®,Pringles,Épicerie salée,Gama,185g,https://images.openfoodfacts.org/images/products/505/399/016/7845/front_en.66.400.jpg,OFF,10.375
3155251205500,3155251205500,Beurre doux gastronomique,Président,Épicerie salée,Gama,250 g,https://images.openfoodfacts.org/images/products/315/525/120/5500/front_fr.227.400.jpg,OFF,10.384
20815882,20815882,Arriba Chocolat noir,J.D. Gross,Boissons,Gama,125 g,https://images.openfoodfacts.org/images/products/000/002/081/5882/front_en.196.400.jpg,OFF,10.425
20072803,20072803,Miel de fleurs,Maribel,Épicerie salée,Gama,500g,https://images.openfoodfacts.org/images/products/000/002/007/2803/front_fr.99.400.jpg,OFF,10.389
40897677,40897677,Hafer Flocken Zart,Crownfield,Épicerie salée,Gama,500 g,https://images.openfoodfacts.org/images/products/000/004/089/7677/front_de.225.400.jpg,OFF,10.366
20159917,20159917,Corn Flakes,Crownfield,Épicerie salée,Gama,500 g,https://images.openfoodfacts.org/images/products/000/002/015/9917/front_en.177.400.jpg,OFF,10.375
3088545004001,3088545004001,Miel de Fleurs Liquide Doseur 500g,Lune de Miel,Épicerie salée,Gama,500g,https://images.openfoodfacts.org/images/products/308/854/500/4001/front_en.11.400.jpg,OFF,10.375
7311070362664,7311070362664,Krisprolls,Krisprolls,Épicerie salée,Gama,425 g,https://images.openfoodfacts.org/images/products/731/107/036/2664/front_fr.106.400.jpg,OFF,10.361
8715035130104,8715035130104,salsa di soia a tasso ridotto di sale,HAUGEN-GRUPPEN AS,Épicerie salée,Gama,150ml,https://images.openfoodfacts.org/images/products/871/503/513/0104/front_en.132.400.jpg,OFF,10.308
20475604,20475604,Baked Beans,Freshona,Épicerie salée,Gama,420g,https://images.openfoodfacts.org/images/products/000/002/047/5604/front_en.33.400.jpg,OFF,10.328
3045140118502,3045140118502,Milka Tablette Noisette,Milka,Épicerie salée,Gama,100g,https://images.openfoodfacts.org/images/products/304/514/011/8502/front_fr.191.400.jpg,OFF,10.347
8000500273296,8000500273296,Ferrero Rocher,Ferrero,Épicerie salée,Gama,375 g,https://images.openfoodfacts.org/images/products/800/050/027/3296/front_en.10.400.jpg,OFF,10.347
20177218,20177218,NOIR DEGUSTATION 70% CARAMEL,J.D. Gross,Épicerie salée,Gama,125 g,https://images.openfoodfacts.org/images/products/000/002/017/7218/front_en.116.400.jpg,OFF,10.308
