UID,EAN,Nome,Marca,Rayon,SousRayon,Tamanho,Imagem,Fonte,ScoreInicial
3046920029681,3046920029681,Excellence Noir Délicat Doux 85% Cacao,Lindt,Épicerie salée,Gama,100 g,https://images.openfoodfacts.org/images/products/304/692/002/9681/front_en.132.400.jpg,OFF,10.328
7622300315733,7622300315733,Frischkäse Original Philadelphia,Mondelez,Épicerie salée,Gama,175 gram,https://images.openfoodfacts.org/images/products/762/230/031/5733/front_de.128.400.jpg,OFF,10.288
4025500287955,4025500287955,Kefir - Pur,Müller,Épicerie salée,Gama,500g,https://images.openfoodfacts.org/images/products/402/550/028/7955/front_en.25.400.jpg,OFF,10.338
20337292,20337292,Pistacchi,AlestoLidl,Épicerie salée,Gama,250 g,https://images.openfoodfacts.org/images/products/000/002/033/7292/front_en.84.400.jpg,OFF,10.278
8852018101024,8852018101024,Instant Nudeln - Chicken Flavour,YUM YUM,Épicerie salée,Gama,60 gram,https://images.openfoodfacts.org/images/products/885/201/810/1024/front_en.221.400.jpg,OFF,10.268
8712100724572,8712100724572,Levure Chimique Alsacienne,Alsa,Épicerie salée,Gama,88 g,https://images.openfoodfacts.org/images/products/871/210/072/4572/front_en.149.400.jpg,OFF,10.273
5411188112778,5411188112778,"Alpro® Mandeldrink Ungesüßt, 1 L, FRESH",Alpro,Épicerie salée,Gama,1 l,https://images.openfoodfacts.org/images/products/541/118/811/2778/front_en.118.400.jpg,OFF,10.268
4008400260921,4008400260921,Kinder Country,Ferrero,Épicerie salée,Gama,211.5 g,https://images.openfoodfacts.org/images/products/400/840/026/0921/front_en.139.400.jpg,OFF,10.22
4008400402222,4008400402222,Nutella,Ferrero,Épicerie salée,Gama,500 g,https://images.openfoodfacts.org/images/products/400/840/040/2222/front_en.161.400.jpg,OFF,10.226
50147588,50147588,Colman's Mustard,Colman's,Épicerie salée,Gama,170g,https://images.openfoodfacts.org/images/products/000/005/014/7588/front_en.61.400.jpg,OFF,10.209
0043647868039,0043647868039,Tiptree tomato ketchup,Wilkin & Sons,Épicerie salée,Gama,310g,https://images.openfoodfacts.org/images/products/004/364/786/8039/front_en.49.400.jpg,OFF,10.204
20443375,20443375,Pitted Green Olives,Baresa,Épicerie salée,Gama,340g,https://images.openfoodfacts.org/images/products/000/002/044/3375/front_en.141.400.jpg,OFF,10.209
4008400409627,4008400409627,Nutella,Ferrero,Épicerie salée,Gama,825g,https://images.openfoodfacts.org/images/products/400/840/040/9627/front_en.128.400.jpg,OFF,10.268
4058172309250,4058172309250,Magnesium,Mivolis,Épicerie salée,Gama,82g,https://images.openfoodfacts.org/images/products/405/817/230/9250/front_en.3.400.jpg,OFF,10.357
5000157024886,5000157024886,Heinz Baked Beans,Heinz,Épicerie salée,Gama,4x415 g,https://images.openfoodfacts.org/images/products/500/015/702/4886/front_en.5.400.jpg,OFF,10.209
5410041010800,5410041010800,Petit écolier chocolat noir pur beurre de cacao,Lu,Boissons,Gama,150g,https://images.openfoodfacts.org/images/products/541/004/101/0800/front_fr.252.400.jpg,OFF,10.215
8718836397110,8718836397110,Premium Omega-3,Ocean's Essentials,Épicerie salée,Gama,402 g,https://images.openfoodfacts.org/images/products/871/883/639/7110/front_en.21.400.jpg,OFF,10.231
5000111041843,5000111041843,Lea and perrins,Lea & Perrins,Épicerie salée,Gama,290ml,https://images.openfoodfacts.org/images/products/500/011/104/1843/front_en.42.400.jpg,OFF,10.22
4056489620938,4056489620938,Crema de cacahuete,Maribel,Épicerie salée,Gama,500 g,https://images.openfoodfacts.org/images/products/405/648/962/0938/front_fr.50.400.jpg,OFF,10.231
0022314010025,0022314010025,Crème de marrons de l'Ardèche,Clement Faugier,Épicerie salée,Gama,500g,https://images.openfoodfacts.org/images/products/002/231/401/0025/front_en.47.400.jpg,OFF,10.142
6111255771196,6111255771196,Noisetta,,Épicerie salée,Gama,,https://images.openfoodfacts.org/images/products/611/125/577/1196/front_en.11.400.jpg,OFF,10.288
3183280000728,3183280000728,Sel Moulu de Méditerranée,la baleine,Épicerie salée,Gama,250,https://images.openfoodfacts.org/images/products/318/328/000/0728/front_fr.100.400.jpg,OFF,10.1
8715700112596,8715700112596,"Ketchup zéro sel ajouré, 70% moins de sucres",Heinz,Épicerie sucrée,Gama,425g - 400ml,https://images.openfoodfacts.org/images/products/871/570/011/2596/front_en.34.400.jpg,OFF,10.142
4056489997511,4056489997511,Bio Hafer,Vemondo,Bio,Gama,1 l,https://images.openfoodfacts.org/images/products/405/648/999/7511/front_de.70.400.jpg,OFF,10.193
8000500426494,8000500426494,Nutella Plant-Based,Nutella,Épicerie salée,Gama,350 g,https://images.openfoodfacts.org/images/products/800/050/042/6494/front_en.101.400.jpg,OFF,10.153
4056489033042,4056489033042,Noisettes grillées,Alesto,Épicerie salée,Gama,200 g,https://images.openfoodfacts.org/images/products/405/648/903/3042/front_en.74.400.jpg,OFF,10.142
5000111041836,5000111041836,Worcestershire Sauce,Lea & Perrins,Épicerie salée,Gama,150 ml,https://images.openfoodfacts.org/images/products/500/011/104/1836/front_en.58.400.jpg,OFF,10.106
4014400901191,4014400901191,merci Finest Selection Assorted Chocolates,Storck,Épicerie sucrée,Gama,250g,https://images.openfoodfacts.org/images/products/401/440/090/1191/front_en.250.400.jpg,OFF,10.159
5000354908248,5000354908248,Custard powder,Bird's,Épicerie salée,Gama,350 g,https://images.openfoodfacts.org/images/products/500/035/490/8248/front_en.33.400.jpg,OFF,10.081
3265474000018,3265474000018,Huile Isio 4,Lesieur,Épicerie salée,Gama,1l,https://images.openfoodfacts.org/images/products/326/547/400/0018/front_fr.125.400.jpg,OFF,10.081
4056489406662,4056489406662,High Protein Drink Gusto Vaniglia,Lidl,Épicerie salée,Gama,330 ml,https://images.openfoodfacts.org/images/products/405/648/940/6662/front_en.162.400.jpg,OFF,10.13
20534455,20534455,Abricot sec,Alesto,Épicerie salée,Gama,200g,https://images.openfoodfacts.org/images/products/000/002/053/4455/front_en.159.400.jpg,OFF,10.112
9002490205973,9002490205973,25 cl Red Bull - Energy Drink,Red Bull,Épicerie salée,Gama,250 ml,https://images.openfoodfacts.org/images/products/900/249/020/5973/front_en.104.400.jpg,OFF,10.088
